"EPCI_EPT","SEXE","VAR","loc","fra","fras","b100","diffFH","TYPO_IPCE","TYPO_INEG2","LIB_VAR_SH","LIB_VAR_LG","Unite","Source"
"200040400","SEXE2","fam2",11.5233283723072,11.5151938716949,11.5151938716949,100.070641456001,39.7902898589188,"MOY","Q2","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040400","SEXE2","emp1",13.7639756654876,14.4572436305488,14.4572436305488,95.2047016514523,12.6779653787741,"MOY","Q2","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040400","SEXE2","emp3",28.4668137463243,26.5788254789601,26.5788254789601,107.103354769603,67.4466044898832,"MOY","Q2","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040400","SEXE2","emp4",17.6198871650248,14.1614302023997,14.1614302023997,124.421664430752,23.0847549329632,"MOY","Q2","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040400","SEXE2","for3",19.6408138184995,17.3162450032199,16.1857239782648,113.424208394183,4.01313621025001,"MOY","Q2","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040418","SEXE1","fam2",6.39350163571563,11.5151938716949,5.85548348230296,55.5223099754429,50.5589435759487,"MOY","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040418","SEXE1","emp1",11.5381267272359,14.4572436305488,13.110107623558,79.8086206616544,14.9467916790042,"MOY","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040418","SEXE1","emp3",16.1929372298552,26.5788254789601,8.32255736171783,60.9242016456804,68.4541560547375,"MOY","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040418","SEXE1","emp4",22.8741565319201,14.1614302023997,12.1260509332014,161.524339032113,18.110480545277,"MOY","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040418","SEXE1","for3",20.9282801252493,17.3162450032199,17.3162450032199,120.859228553059,19.1561322185869,"MOY","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040418","SEXE2","fam2",12.2154620079669,11.5151938716949,11.5151938716949,106.081253551392,50.5589435759487,"MOY","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040418","SEXE2","emp1",13.6990208152201,14.4572436305488,14.4572436305488,94.7554123406586,14.9467916790042,"MOY","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040418","SEXE2","emp3",34.3872479007388,26.5788254789601,26.5788254789601,129.378357700418,68.4541560547375,"MOY","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040418","SEXE2","emp4",20.3094534701815,14.1614302023997,14.1614302023997,143.413858486836,18.110480545277,"MOY","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040418","SEXE2","for3",17.611157337138,17.3162450032199,16.1857239782648,101.703096334473,19.1561322185869,"MOY","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040426","SEXE1","fam2",5.8851543245956,11.5151938716949,5.85548348230296,51.107731143474,73.4624474817065,"DEG","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040426","SEXE1","emp1",13.7752233178156,14.4572436305488,13.110107623558,95.2825010758475,11.1803275697597,"DEG","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040426","SEXE1","emp3",5.72965151154195,26.5788254789601,8.32255736171783,21.557203556935,89.4893543575882,"DEG","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040426","SEXE1","emp4",12.0178842581537,14.1614302023997,12.1260509332014,84.8634925031599,19.9353358838167,"DEG","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040426","SEXE1","for3",24.3099675906969,17.3162450032199,17.3162450032199,140.388216880602,14.9528644059236,"DEG","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040426","SEXE2","fam2",14.3444975750061,11.5151938716949,11.5151938716949,124.570178625181,73.4624474817065,"DEG","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040426","SEXE2","emp1",15.3915905132691,14.4572436305488,14.4572436305488,106.462828645607,11.1803275697597,"DEG","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040426","SEXE2","emp3",29.5148708284935,26.5788254789601,26.5788254789601,111.046557914523,89.4893543575882,"DEG","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040426","SEXE2","emp4",14.8410129349543,14.1614302023997,14.1614302023997,104.798828386977,19.9353358838167,"DEG","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040426","SEXE2","for3",21.7206929551679,17.3162450032199,16.1857239782648,125.435352474679,14.9528644059236,"DEG","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040442","SEXE1","fam2",6.27886477804398,11.5151938716949,5.85548348230296,54.5267830312251,79.6455016834452,"DEG","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040442","SEXE1","emp1",13.3990161533863,14.4572436305488,13.110107623558,92.6802957451277,23.4203885799723,"DEG","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040442","SEXE1","emp3",8.23942531723446,26.5788254789601,8.32255736171783,30.9999601891995,81.9374101669454,"DEG","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040442","SEXE1","emp4",13.5902058017712,14.1614302023997,12.1260509332014,95.9663367861554,18.6125326005324,"DEG","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040442","SEXE1","for3",19.8708983949353,17.3162450032199,17.3162450032199,114.752929351833,10.2989826912049,"DEG","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040442","SEXE2","fam2",15.4501987069767,11.5151938716949,11.5151938716949,134.17228471467,79.6455016834452,"DEG","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040442","SEXE2","emp1",16.7849587896141,14.4572436305488,14.4572436305488,116.1006843251,23.4203885799723,"DEG","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040442","SEXE2","emp3",30.0174265674866,26.5788254789601,26.5788254789601,112.937370356145,81.9374101669454,"DEG","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040442","SEXE2","emp4",16.2260066148945,14.1614302023997,14.1614302023997,114.578869386688,18.6125326005324,"DEG","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040442","SEXE2","for3",21.6542954705836,17.3162450032199,16.1857239782648,125.051912043038,10.2989826912049,"DEG","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040459","SEXE1","fam2",5.61047949662141,11.5151938716949,5.85548348230296,48.7224058850833,71.4776677672753,"DEG","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040459","SEXE1","emp1",13.4390127680082,14.4572436305488,13.110107623558,92.9569502419598,23.4893802300902,"DEG","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040459","SEXE1","emp3",7.7755178110472,26.5788254789601,8.32255736171783,29.2545576071536,93.8448154933581,"DEG","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040459","SEXE1","emp4",11.5541604944619,14.1614302023997,12.1260509332014,81.5889379061728,24.1935097730463,"DEG","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040459","SEXE1","for3",18.2054232556699,17.3162450032199,17.3162450032199,105.134936888942,18.0747761344133,"DEG","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040459","SEXE2","fam2",13.8412715149891,11.5151938716949,11.5151938716949,120.200073652359,71.4776677672753,"DEG","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040459","SEXE2","emp1",16.8349296951783,14.4572436305488,14.4572436305488,116.44633047205,23.4893802300902,"DEG","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040459","SEXE2","emp3",32.718367542079,26.5788254789601,26.5788254789601,123.099373100512,93.8448154933581,"DEG","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040459","SEXE2","emp4",14.9803074944826,14.1614302023997,14.1614302023997,105.782447679219,24.1935097730463,"DEG","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040459","SEXE2","for3",21.3352957748885,17.3162450032199,16.1857239782648,123.209713023356,18.0747761344133,"DEG","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040475","SEXE1","fam2",3.60213214214775,11.5151938716949,5.85548348230296,31.2815588020801,34.4942110530616,"MOY","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040475","SEXE1","emp1",8.54460629411928,14.4572436305488,13.110107623558,59.1025959890731,14.415439858525,"MOY","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040475","SEXE1","emp3",6.2990626251402,26.5788254789601,8.32255736171783,23.6995522248587,86.7702373285826,"MOY","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040475","SEXE1","emp4",12.0445955355469,14.1614302023997,12.1260509332014,85.0521124166254,6.65628085921522,"MOY","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040475","SEXE1","for3",13.1209127755521,17.3162450032199,17.3162450032199,75.7722749540233,21.0345904256153,"MOY","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040475","SEXE2","fam2",7.57420741941938,11.5151938716949,11.5151938716949,65.7757698551416,34.4942110530616,"MOY","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040475","SEXE2","emp1",10.6286815548815,14.4572436305488,14.4572436305488,73.5180358475981,14.415439858525,"MOY","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040475","SEXE2","emp3",29.3615725723837,26.5788254789601,26.5788254789601,110.469789553441,86.7702373285826,"MOY","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040475","SEXE2","emp4",12.9872201035004,14.1614302023997,14.1614302023997,91.7083932758406,6.65628085921522,"MOY","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040475","SEXE2","for3",16.7633139890755,17.3162450032199,16.1857239782648,96.8068653796386,21.0345904256153,"MOY","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040491","SEXE1","fam2",4.61000464052551,11.5151938716949,5.85548348230296,40.0341035669162,62.9564195741169,"MOY","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040491","SEXE1","emp1",11.8229314320967,14.4572436305488,13.110107623558,81.7785999477405,23.9550337130647,"MOY","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040491","SEXE1","emp3",6.50060427958367,26.5788254789601,8.32255736171783,24.4578312338503,103.871489382522,"MOY","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040491","SEXE1","emp4",12.5101559131168,14.1614302023997,12.1260509332014,88.3396361406837,29.8909694437777,"MOY","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040491","SEXE1","for3",18.5749193829354,17.3162450032199,17.3162450032199,107.268748966542,6.84955132512358,"MOY","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040491","SEXE2","fam2",11.8595584091627,11.5151938716949,11.5151938716949,102.990523141033,62.9564195741169,"MOY","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040491","SEXE2","emp1",15.2861690177746,14.4572436305488,14.4572436305488,105.733633660805,23.9550337130647,"MOY","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040491","SEXE2","emp3",34.1084261649608,26.5788254789601,26.5788254789601,128.329320616372,103.871489382522,"MOY","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040491","SEXE2","emp4",16.7431446877179,14.1614302023997,14.1614302023997,118.230605584461,29.8909694437777,"MOY","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040491","SEXE2","for3",17.3888342938557,17.3162450032199,16.1857239782648,100.419197641419,6.84955132512358,"MOY","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040509","SEXE1","fam2",6.05332605198091,11.5151938716949,5.85548348230296,52.5681644567045,35.1955922326878,"DEG","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040509","SEXE1","emp1",16.7528765208231,14.4572436305488,13.110107623558,115.878772945512,0.0124336419710573,"DEG","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040509","SEXE1","emp3",16.8312243331989,26.5788254789601,8.32255736171783,63.3256888891593,97.8642618783918,"DEG","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040509","SEXE1","emp4",18.9772290176991,14.1614302023997,12.1260509332014,134.006443886461,34.4317060414569,"DEG","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040509","SEXE1","for3",19.6544924182933,17.3162450032199,17.3162450032199,113.50320126932,14.7434766843109,"DEG","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040509","SEXE2","fam2",10.1061667318661,11.5151938716949,11.5151938716949,87.7637566893923,35.1955922326878,"DEG","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040509","SEXE2","emp1",16.754674082735,14.4572436305488,14.4572436305488,115.891206587483,0.0124336419710573,"DEG","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040509","SEXE2","emp3",42.8423957041291,26.5788254789601,26.5788254789601,161.189950767551,97.8642618783918,"DEG","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040509","SEXE2","emp4",23.8532510362555,14.1614302023997,14.1614302023997,168.438149927918,34.4317060414569,"DEG","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040509","SEXE2","for3",17.1014758736454,17.3162450032199,16.1857239782648,98.759724585009,14.7434766843109,"DEG","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040558","SEXE1","fam2",6.03604056241957,11.5151938716949,5.85548348230296,52.4180541784587,51.8830931381396,"MOY","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040558","SEXE1","emp1",13.8437467959112,14.4572436305488,13.110107623558,95.7564743991637,3.59440746765945,"MOY","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040558","SEXE1","emp3",7.49771224307389,26.5788254789601,8.32255736171783,28.209343746243,63.9438517946822,"MOY","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040558","SEXE1","emp4",10.3530781965678,14.1614302023997,12.1260509332014,73.1075749313332,34.600943753872,"MOY","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040558","SEXE1","for3",20.3889239080749,17.3162450032199,17.3162450032199,117.74448735441,2.86459845952056,"MOY","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040558","SEXE2","fam2",12.0104793239084,11.5151938716949,11.5151938716949,104.301147316598,51.8830931381396,"MOY","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040558","SEXE2","emp1",13.324094551237,14.4572436305488,14.4572436305488,92.1620669315042,3.59440746765945,"MOY","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040558","SEXE2","emp3",24.4932370161074,26.5788254789601,26.5788254789601,92.1531955409253,63.9438517946822,"MOY","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040558","SEXE2","emp4",15.2530666956439,14.1614302023997,14.1614302023997,107.708518685205,34.600943753872,"MOY","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040558","SEXE2","for3",19.8928830204658,17.3162450032199,16.1857239782648,114.879888894889,2.86459845952056,"MOY","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040566","SEXE1","fam2",5.03287322995681,11.5151938716949,5.85548348230296,43.7063699146913,47.8344058906361,"MOY","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040566","SEXE1","emp1",10.5457350994503,14.4572436305488,13.110107623558,72.944299542457,14.6764965673955,"MOY","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040566","SEXE1","emp3",7.41190786543507,26.5788254789601,8.32255736171783,27.8865139142524,91.1005806594938,"MOY","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040566","SEXE1","emp4",11.2773558136428,14.1614302023997,12.1260509332014,79.6343000139341,22.1136047547878,"MOY","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040566","SEXE1","for3",15.1513471006938,17.3162450032199,17.3162450032199,87.4978790024997,13.6184758401047,"MOY","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040566","SEXE2","fam2",10.541097805637,11.5151938716949,11.5151938716949,91.5407758053274,47.8344058906361,"MOY","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040566","SEXE2","emp1",12.6675519646278,14.4572436305488,14.4572436305488,87.6207961098525,14.6764965673955,"MOY","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040566","SEXE2","emp3",31.6253722092412,26.5788254789601,26.5788254789601,118.987094573746,91.1005806594938,"MOY","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040566","SEXE2","emp4",14.4089585162266,14.1614302023997,14.1614302023997,101.747904768722,22.1136047547878,"MOY","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040566","SEXE2","for3",17.5095557428706,17.3162450032199,16.1857239782648,101.116354842604,13.6184758401047,"MOY","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040574","SEXE1","fam2",3.01251852125843,11.5151938716949,5.85548348230296,26.1612488232909,34.5257546093835,"FAVP","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040574","SEXE1","emp1",7.05845799225334,14.4572436305488,13.110107623558,48.8229857131168,5.31231216662696,"FAVP","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040574","SEXE1","emp3",6.39521480339106,26.5788254789601,8.32255736171783,24.0613145545259,89.4338582520157,"FAVP","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040574","SEXE1","emp4",6.81388021291826,14.1614302023997,12.1260509332014,48.1157631364355,25.8383211326606,"FAVP","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040574","SEXE1","for3",11.9388795872576,17.3162450032199,17.3162450032199,68.9461230482565,13.9886744764577,"FAVP","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040574","SEXE2","fam2",6.98822610019457,11.5151938716949,11.5151938716949,60.6870034326744,34.5257546093835,"FAVP","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040574","SEXE2","emp1",7.82647190459788,14.4572436305488,14.4572436305488,54.1352978797438,5.31231216662696,"FAVP","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040574","SEXE2","emp3",30.1656839072949,26.5788254789601,26.5788254789601,113.495172806542,89.4338582520157,"FAVP","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040574","SEXE2","emp4",10.4729560255919,14.1614302023997,14.1614302023997,73.954084269096,25.8383211326606,"FAVP","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040574","SEXE2","for3",9.51656644221128,17.3162450032199,16.1857239782648,54.9574485717988,13.9886744764577,"FAVP","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040590","SEXE1","fam2",8.24639484626039,11.5151938716949,5.85548348230296,71.6131655110957,48.7913356546971,"MOY","Q2","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040590","SEXE1","emp1",12.8477010286664,14.4572436305488,13.110107623558,88.8668777879526,12.2427916244046,"MOY","Q2","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040590","SEXE1","emp3",8.59913135089003,26.5788254789601,8.32255736171783,32.3533158291631,70.26136229869,"MOY","Q2","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040590","SEXE1","emp4",11.8857475628985,14.1614302023997,12.1260509332014,83.9304179946775,3.74472789504117,"MOY","Q2","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040590","SEXE1","for3",21.114769550284,17.3162450032199,17.3162450032199,121.936190821727,6.09809108753723,"MOY","Q2","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040590","SEXE2","fam2",13.8648117394881,11.5151938716949,11.5151938716949,120.404501165793,48.7913356546971,"MOY","Q2","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040590","SEXE2","emp1",14.617671240987,14.4572436305488,14.4572436305488,101.109669412357,12.2427916244046,"MOY","Q2","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040590","SEXE2","emp3",27.2737762153987,26.5788254789601,26.5788254789601,102.614678127853,70.26136229869,"MOY","Q2","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040590","SEXE2","emp4",12.4160545900246,14.1614302023997,14.1614302023997,87.6751458897187,3.74472789504117,"MOY","Q2","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040590","SEXE2","for3",20.0588091570466,17.3162450032199,16.1857239782648,115.83809973419,6.09809108753723,"MOY","Q2","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040624","SEXE1","fam2",6.33159411973158,11.5151938716949,5.85548348230296,54.9846940510057,63.9824140806385,"DEG","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040624","SEXE1","emp1",15.1714508624404,14.4572436305488,13.110107623558,104.940134164872,20.7008384665156,"DEG","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040624","SEXE1","emp3",9.69418266166206,26.5788254789601,8.32255736171783,36.4733297539276,86.9190600532838,"DEG","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040624","SEXE1","emp4",17.1616704309535,14.1614302023997,12.1260509332014,121.18599735813,1.32616114075689,"DEG","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040624","SEXE1","for3",23.1437900204875,17.3162450032199,17.3162450032199,133.653629965296,12.8891031369745,"DEG","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040624","SEXE2","fam2",13.6992931449077,11.5151938716949,11.5151938716949,118.967108131644,63.9824140806385,"DEG","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040624","SEXE2","emp1",18.1642215131109,14.4572436305488,14.4572436305488,125.640972631388,20.7008384665156,"DEG","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040624","SEXE2","emp3",32.7962479411769,26.5788254789601,26.5788254789601,123.392389807211,86.9190600532838,"DEG","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040624","SEXE2","emp4",16.9738670466339,14.1614302023997,14.1614302023997,119.859836217373,1.32616114075689,"DEG","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040624","SEXE2","for3",20.9118813425713,17.3162450032199,16.1857239782648,120.764526828321,12.8891031369745,"DEG","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200040657","SEXE1","fam2",4.89762295220769,11.5151938716949,5.85548348230296,42.5318323493136,55.5064936630615,"MOY","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200040657","SEXE1","emp1",11.2189031646998,14.4572436305488,13.110107623558,77.6005679325603,2.85971434892475,"MOY","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200040657","SEXE1","emp3",8.91139954136411,26.5788254789601,8.32255736171783,33.5281916366786,98.6923249645894,"MOY","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200040657","SEXE1","emp4",13.5756555761836,14.1614302023997,12.1260509332014,95.8635913333332,15.2538011132997,"MOY","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200040657","SEXE1","for3",17.0530211155543,17.3162450032199,17.3162450032199,98.4799020364019,10.7115855680205,"MOY","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
